Country;Title;Identification;Abstract;Keywords;Soil properties;Format;Resource locator;Layer;Format2;Resource locator2;Layer2;link_to_viewer;Language;Language2;temporal reference;date of temporal reference;temporal extent-start;temporal extent-end;interval of dates;mix indivual and interval;spatial resolution scale;spatial resolution distance;Usage constraints;Access constraints;name of organisation;email address;contact person;responsible party role;Soil function;Soil threats;Soil Indicators;Source;Lineage;Soil function;Soil threats;Soil Indicators;Done;Comment
Germany;First German Agricultural Soil Inventory; ;The Federal Republic of Germany is obliged to report all anthropogenic sources and sinks of greenhouse gases on a national scale. Changes in soil organic carbon (SOC) stocks are among these sources and sinks. Furthermore, soil organic matter is a key indicator of soil fertility. The Thünen Institute of Climate-Smart Agriculture was commissioned by the German Federal Ministry of Food and Agriculture to conduct the first German agricultural soil inventory and obtain a first representative and consistent baseline of SOC stocks in agricultural soils across Germany. Potential explanatory variables were also assessed. Between 2009 and 2018, a total of 3104 field sites were sampled in a 8x8 km grid (Jacobs et al., 2018). ; soil type, basic soil properties;organic carbon ;xls;https://doi.org/10.3220/DATA20200203151139; ;;; ;https://arcg.is/1XXTyv0;ger;eng;pubblication;20-5-2020;an interval of dates;;"2009;2018";;;8Km;no conditions apply;no limitation;Thünen Institut für Agrarklimaschutz;ak@thuenen.de;Christopher Poeplau;Principal investigator;;;;;;;;;;
Germany;First German Agricultural Soil Inventory; ;The Federal Republic of Germany is obliged to report all anthropogenic sources and sinks of greenhouse gases on a national scale. Changes in soil organic carbon (SOC) stocks are among these sources and sinks. Furthermore, soil organic matter is a key indicator of soil fertility. The Thünen Institute of Climate-Smart Agriculture was commissioned by the German Federal Ministry of Food and Agriculture to conduct the first German agricultural soil inventory and obtain a first representative and consistent baseline of SOC stocks in agricultural soils across Germany. Potential explanatory variables were also assessed. Between 2009 and 2018, a total of 3104 field sites were sampled in a 8x8 km grid (Jacobs et al., 2018). ; soil type, basic soil properties;carbon stock;xls;https://doi.org/10.3220/DATA20200203151139; ;;; ;https://arcg.is/1XXTyv0;ger;eng;pubblication;20-5-2020;an interval of dates;;"2009;2018";;;8Km;no conditions apply;no limitation;Thünen Institut für Agrarklimaschutz;ak@thuenen.de;Christopher Poeplau;Principal investigator;;;;;;;;;;
Greece;Εδαφολογικός Χάρτης της Ελλάδας; ;Soil Map of Greece; soil type, basic soil properties;Soil Map;JPG;http://appliedsoilab.web.auth.gr/images/Soil_Map_of_Greece.JPG; ;;; ;https://iris.gov.gr/SoilServices/dynamicquery.html;gre;eng;pubblication;2015;;;;;1:500000;;no conditions apply;no limitation;Aristotle University of Thessaloniki;ave@agro.auth.gr;Pavlatou-Ve Athina;Resource provider;;;;;;;;;;
Hungary;Szemcseméret frakciók [%];;Clay-, silt-, sand content (%) of the soil in depths; soil type, basic soil properties;texture ;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer; ;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2018;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;No idea in which layer you can find it. No identifier present
Hungary;Textúra osztály (USDA);;Soil texture classes according to the USDA classification in depths; soil type, basic soil properties;texture ;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer; ;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2018;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;No idea in which layer you can find it. No identifier present
Hungary;Szervesanyag-tartalom;;Soil organic matter content (%) in depths 0-5 cm, 5-15 cm, 15-30 cm, 30-60cm, 60-100 cm, 100-200 cm, 0-30 cm, 60-90 cm; soil type, basic soil properties;organic carbon ;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer;16,18,20,23,25,27,29,31;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2018;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;"In total 8 as described in abstract; no identifier present"
Hungary;Kémhatás;;Soil pH in depths 0-5 cm, 5-15 cm, 15-30 cm, 30-60cm, 60-100 cm, 100-200 cm, 0-30 cm; soil type, basic soil properties;pH;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer;1,3,5;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2019;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;"In total 3 (30-60 cm, 60-100 cm, 100-200 cm), not 7 as described in abstract; no identifier present"
Hungary;Mésztartalom;;CaCO3 content (%) in soil in depths 0-5 cm, 5-15 cm, 15-30 cm, 30-60cm, 60-100 cm, 100-200 cm, 0-30 cm; soil type, basic soil properties;calcium carbonate ;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer;6,7,8;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2019;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;"In total 3 (30-60 cm, 60-100 cm, 100-200 cm), not 7 as described in abstract; no identifier present"
Hungary;Szén - készlet 2010;;"Map of  organic carbon stock 2010; T/ha; 0-30 cm"; soil degradation processes;carbon stock;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer; ;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2018;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;No idea in which layer you can find it. No identifier present
Hungary;Szén - készlet 1992;;"Map of organic carbon stock 1992; T/ha; 0-30 cm"; soil degradation processes;carbon stock;WMS;https://maps.rissac.hu:6443/arcgis/services/dosoremi_web_mercator2/MapServer/WMSServer; ;JPG;http://dosoremi.hu/tablazat.html; ;;hun;;creation;2018;;;;;;100m;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;No;No idea in which layer you can find it. No identifier present
Hungary;szerves széntartalom; ;Map of soil organic cabon content ; soil type, basic soil properties;organic carbon ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;humusztartalom; ;Map of humus content ; soil type, basic soil properties;organic carbon ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;Kémhatás; ;Map of soil pH, 0-30 cm; soil type, basic soil properties;pH;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;portartalom; ;"Map of silt content; 0-30 cm"; soil type, basic soil properties;texture ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;homoktartalom; ;"Map of sand content; 0-30 cm"; soil type, basic soil properties;texture ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;agyagtartalom; ;"Map of clay content; 0-30 cm"; soil type, basic soil properties;texture ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;fizikai féleség (USDA); ;"Map of USDA soil texture class; 0-30 cm"; soil type, basic soil properties;texture ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;mésztartalom %; ;"Map of Calcium carbonate content; 0-30 cm"; soil type, basic soil properties;calcium carbonate ;GEOTiff;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/pdf/aiir_raszterterkepek.rar; ;HTML;http://airterkep.nebih.gov.hu/gis_portal/talajvedelem/kiadv.htm; ;;hun;;pubblication;2015;;;;;;250m;no conditions apply;no limitation;Nebih - Nemzeti Élelmiszerlánc-biztonsági Hivatal;ugyfelszolgalat@nebih.gov.hu;László Jordán ;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Genetikai talajtípus;;AGROTOPO database: Soil types according to the Hungarian classification system; soil type, basic soil properties;Soil Map;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2008;an interval of dates;;1991-2008;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Agyagásvány összetétel; ;AGROTOPO database: Clay mineral compositions; soil type, basic soil properties;Soil Map;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2006;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Talajértékszám; ;AGROTOPO database: Soil productivity value (bonitation index); soil type, basic soil properties;Soil Map;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2006;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Termőréteg vastagság; ;AGROTOPO database: Depth of  the column; soil type, basic soil properties;soildepth;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2006;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: A talaj szervesanyag készlete; ;AGROTOPO database: Soil organic matter resource (t/ha); soil type, basic soil properties;Soil Map;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2003;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Vízgazdálkodási talajtulajdonságok; ;AGROTOPO database: Soil water management categories; soil type, basic soil properties;Soil Map;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2003;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Talajképző kőzet; ;AGROTOPO database: Parent material; soil type, basic soil properties;Soil Map;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2003;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Kémiai talajtulajdonságok; ;AGROTOPO database: Soil chemical properties; soil type, basic soil properties;pH;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2003;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;AGROTOPO: Fizikai talajtulajdonságok; ;AGROTOPO database: Soil physical properties; soil type, basic soil properties;texture ;website;https://maps.rissac.hu:3344/webappbuilder/apps/2/; ;;; ;;hun;;pubblication;2003;;;;;1:100000;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Biológiai talajállapot; ;Soil biological status:; soil type, basic soil properties;decline soil biodiversity;HTML;http://okir-tdr.helion.hu/?talajallapot=1; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;A talajtömörödés mértéke és típusa Magyarországon; ;Degree of soil compaction (in plowed depth 0-30 cm), and type of compaction (surface, subsurface, or subsoil); soil degradation processes;soil compaction;HTML;http://okir-tdr.helion.hu/?talajallapot=2; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;A talaj nedvességállapota; ;Soil moisture in depths 0-15 cm, and 15-30 cm  at spring 2011; soil type, basic soil properties;soil moisture;HTML;http://okir-tdr.helion.hu/?talajallapot=2; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Nitrát bemosódás; ;Nitrate leaching:; soil degradation processes;Soil Map;HTML;http://okir-tdr.helion.hu/?talajallapot=3; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Talajszennyezés; ;Soil contamination in depth 0-30 cm; soil degradation processes;soil contamination;HTML;http://okir-tdr.helion.hu/?talajallapot=4; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Növényvédőszer szennyezés; ;Pesticide contamination in soil; soil degradation processes;soil contamination;HTML;http://okir-tdr.helion.hu/?talajallapot=5; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Szervesanyag készlet- és minőség változás; ;Soil organic matter content (%) in depth 0-30 cm, 30-60 cm, 60-90 cm; soil degradation processes;decline in soil organic matter;HTML;http://okir-tdr.helion.hu/?talajallapot=6; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Szikesedés; ;Salinisation. The salt content of the soil in depths 0-30 cm (plowed), 30-60 cm, 60-90 cm; soil degradation processes;salinization;HTML;http://okir-tdr.helion.hu/?talajallapot=7#; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Savanyodás; ;Soil acidification in depth 0-30 cm. (Values of hydrolytic acidity y1>8 in the counties).; soil degradation processes;acidification;HTML;http://okir-tdr.helion.hu/?talajallapot=8; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Erózió; ;"Eroded agricultural parcels in 2011;"; soil degradation processes;soil erosion;HTML;http://okir-tdr.helion.hu/?talajallapot=9; ;;; ;;hun;;pubblication;2012;;;;;1:5M;;no conditions apply;no limitation;Institute for Soil Sciences,;pasztor@rissac.hu;László Pásztor;Resource provider;;;;;;;;;;
Hungary;Magyarország Genetikus Talajtérképe 1984;;Genetic Soil Map of Hungary MÉM-NAK 1984; soil type, basic soil properties;Soil Map;WMS;http://vektor.georgikon.hu/memnakh/; ;JPG;; ;;hun;;pubblication;1984;;;;;1:250000;;no conditions apply;no limitation;University of Pannonia Georgikon Faculty;bjs@georgikon.hu;István Sisák;Resource provider;;;;;;;;;Yes;Resource Locator is working, but no clear title or abstract that the found layer is the correct one
Ireland;Irish Soil Map ; ;Irish Soil Map 1:250,000; soil type, basic soil properties;Soil Map;SHP;http://gis.teagasc.ie/soils/downloads/INSM250k_ING_1b.zip; ;;; ;http://gis.teagasc.ie/soils/map.php;eng;;last revision;30-9-2014;an interval of dates;;2007-2013;;1:250000;;no conditions apply;no limitation;Teagasc – the Agriculture and Food Development Authority, Cranfield University;soils@teagasc.ie;Rachel Creamer;Point of contact;;;;;;;;;;
Italy;Carta dei suoli d’Italia, scala 1:1.000.000; ;Soil map of Italy, scale 1:1.000.000; soil type, basic soil properties;Soil Map;SHP;http://wordpress.redirectingat.com/?id=725X1342&xcust=8982&xs=1&isjs=1&url=http://www.soilmaps.it/download/shp/SMI.shp.zip&xguid=&xuuid=8a4dbfc2303c4d79f51393d6ca7c8184&xsessid=&xcreo=0&xed=0&sref=https://soilmaps.wordpress.com/soil-la; ;;; ;;ita;eng;pubblication;16-11-2015;a mix of individual dates and intervals of dates;;;2012-2015-11-16;1:1 M;;no conditions apply;no limitation;CREA AA;giovanni.labate@crea.gov.it;G. L'Abate;Resource provider;;;;;;;;;;
Italy;ISIS Feature dataset; ;Soil regions, Soil Systems and climatic rasters (Google Earth); soil type, basic soil properties;Soil Map;KMZ;http://www.soilmaps.it/download/ISIS_1.0.021.kmz; ;;; ;;ita;eng;creation;1-6-2010;;;;;1:1 M;;no conditions apply;no limitation;CREA AA;giovanni.labate@crea.gov.it;G. L'Abate;Resource provider;;;;;;;;;;
Italy;National Soil Database representative Soil Systems geography (1:500.000); ;soil profiles, soil types, Soil texture, soil chemistry, soil chemicophysical properties; soil type, basic soil properties;Soil Map;MDB;http://soilmaps.entecra.it/download/sw-ISIS_1.1.exe; ;;; ;;ita;eng;creation;1-6-2011;;;;;1:500000;;no conditions apply;no limitation;CREA AA;giovanni.labate@crea.gov.it;G. L'Abate;Resource provider;;;;;;;;;;
Latvia;Augsnes laukumi ;;Historical digital soil database; soil type, basic soil properties;Soil Map;WMS;https://dpps.viss.gov.lv/DPPS.REQ/URN_IVIS_100001_ISS-ZM-Zemes_novertejums_WMS_geop-v1-0/guest/URN_IVIS_100273_LIC-DC3672A84F866340AD11ED9D1AFFEC6C?request=GetCapabilities&service=WMS;;;; ;https://geolatvija.lv/geo/mapviewer?licenceId=Free-243;lav;eng;last revision;3-3-2017;an interval of dates;;1960-1990;;1:10000;;no conditions apply;no limitation;Zemkopības ministrija;support@vraa.gov.lv;;Point of contact;;;;;;;;;Yes;Resource Locator not working
Lithuania;Dirvožemio karbonatingumas ir rūgštingumas;;The National atlas of the Republic of Lithuania in digital format. Soil carbonate content and acidity; soil type, basic soil properties;calcium carbonate ;WMS;http://192.168.166.27:8080/geoserver/Atlasas_Tema-2/wms?service=WMS&version=1.1.0&request=GetMap&layers=Atlasas_Tema-2:22_5;;;; ;https://www.geoportal.lt/map/?lang=en;lit;eng;pubblication;1-4-2011;;;;;1:50000;;no conditions apply;no limitation;Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos;e.indilaite@gis-centras.lt;J. Mažvila;Custodian;;;;;;;;;Yes;Resource Locator not working
Lithuania;Dirvožemio bonitavimas;;Map of The National Atlas of Lithuania - Bonitet of the soil; soil degradation processes;soil contamination;WMS;http://192.168.166.27:8080/geoserver/Atlasas_Tema-2/wms?service=WMS&version=1.1.0&request=GetMap&layers=Atlasas_Tema-2:23_3;;;; ;https://www.geoportal.lt/map/?lang=en;lit;eng;pubblication;6-6-2013;;;;;1:50000;;no conditions apply;no limitation;Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos;e.indilaite@gis-centras.lt;J. Jasinskas;Custodian;;;;;;;;;Yes;Resource Locator not working
Lithuania;Erozijos intensyvumas;;The National atlas of the Republic of Lithuania in digital format. Intensity of erosion; soil degradation processes;soil erosion;WMS;http://192.168.166.27:8080/geoserver/Atlasas_Tema-2/wms?service=WMS&version=1.1.0&request=GetMap&layers=Atlasas_Tema-2:23_1;;;; ;https://www.geoportal.lt/map/?lang=en;lit;eng;pubblication;1-4-2011;;;;;1:50000;;no conditions apply;no limitation;Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos;e.indilaite@gis-centras.lt;P. Kavaliauskas;Custodian;;;;;;;;;Yes;Resource Locator not working
Lithuania;Dirvožemio įšalas;;Map of The National Atlas of Lithuania - Permafrost soil; soil type, basic soil properties;Soil Map;WMS;http://192.168.166.27:8080/geoserver/Atlasas_Tema-3/wms?service=WMS&version=1.1.0&request=GetMap&layers=Atlasas_Tema-3:28_3;;;; ;https://www.geoportal.lt/map/?lang=en;lit;eng;pubblication;6-6-2013;;;;;1:50000;;no conditions apply;no limitation;Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos;e.indilaite@gis-centras.lt;J. Kažys;Custodian;;;;;;;;;Yes;Resource Locator not working
Lithuania;Pedonomorfotopai;;Map of The National Atlas of Lithuania - Pedonomorfotopai; soil type, basic soil properties;Soil Map;WMS;http://192.168.166.27:8080/geoserver/Atlasas_Tema-6/wms?service=WMS&version=1.1.0&request=GetMap&layers=Atlasas_Tema-6:44_2;;;; ;https://www.geoportal.lt/map/?lang=en;lit;eng;pubblication;6-6-2013;;;;;1:50000;;no conditions apply;no limitation;Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos;e.indilaite@gis-centras.lt;J. Volungevičius;Custodian;;;;;;;;;Yes;Resource Locator not working
Lithuania;Dirvožemio drėgmės atsargos;;Map of The National Atlas of Lithuania - Soil moisture reserves; soil type, basic soil properties;soil moisture;WMS;http://192.168.166.27:8080/geoserver/Atlasas_Tema-3/wms?service=WMS&version=1.1.0&request=GetMap&layers=Atlasas_Tema-3:28_5;;;; ;https://www.geoportal.lt/map/?lang=en;lit;eng;pubblication;6-6-2013;;;;;1:50000;;no conditions apply;no limitation;Nacionalinė žemės tarnyba prie Žemės ūkio ministerijos;e.indilaite@gis-centras.lt;J. Kažys;Custodian;;;;;;;;;Yes;Resource Locator not working
Luxembourg;Carbone organique dans l'horizon de surface;;Topsoil Organic Carbon Content%; soil type, basic soil properties;organic carbon ;WMS;http://ws.geoportail.lu/250k;;GEOTiff;https://data.public.lu/fr/datasets/r/70a465d6-b907-4087-807a-147ccbf31de2; ;https://map.geoportail.lu/theme/agriculture?layers=704-1637&zoom=8&lang=fr&version=3&X=669751&Y=6416190&opacities=1-1&bgLayer=orthogr_2013_global;fre;eng;pubblication;2013;an interval of dates;;"1998-2001; 2009-2014";;;5m;no conditions apply;no limitation;Ministère de l'Agriculture, de la Viticulture et de la Protection des consommateurs. Service de pédologie - Administration des services techniques de l’agriculture;pedologie@asta.etat.lu;Simone Marx;Custodian;;;;;;;;;Yes;Not clear if the map inside the mentioned map is in the title. Looks more like map of the country with cities, villages and roads
Luxembourg;Statut acido-basique (pHCaCl2);;Interpolation (Kriging) of the Acid-base status of soils (pHCaCl2); soil type, basic soil properties;pH;WMS;http://ws.geoportail.lu/250k;;ARC GRID;https://data.public.lu/fr/datasets/r/b2d2527b-fc25-41ed-b5fc-98ca90434dc3; ;https://map.geoportail.lu/theme/main?zoom=8&X=669751&Y=6416190&layers=703&pk_campaign=geoseo_data&lang=fr&version=3&opacities=1&bgLayer=basemap_2015_global&crosshair=false;fre;eng;pubblication;2015;an interval of dates;;"2009; 2014";;;5m;no conditions apply;no limitation;Ministère de l'Agriculture, de la Viticulture et de la Protection des consommateurs. Service de pédologie - Administration des services techniques de l’agriculture;pedologie@asta.etat.lu;Simone Marx;Custodian;;;;;;;;;Yes;Not clear if the map inside the mentioned map is in the title. Looks more like map of the country with cities, villages and roads
Luxembourg;Carte des sols 1:100'000;;Soil Map 1:100000. Vector database of the soil associations map of the Grand Duchy of Luxembourg; soil type, basic soil properties;Soil Map;WMS;http://ws.geoportail.lu/250k;;WMS;https://data.public.lu/fr/datasets/r/79ae39b4-9a86-4693-88d9-fdfc51a2f139;;https://map.geoportail.lu/theme/agriculture?layers=272-1637&zoom=8&lang=fr&version=3&X=669751&Y=6416190&opacities=1-1&bgLayer=orthogr_2013_global;fre;eng;pubblication;1-1-1969;;;;;1:100000;;no conditions apply;no limitation;Ministère de l'Agriculture, de la Viticulture et de la Protection des consommateurs. Service de pédologie - Administration des services techniques de l’agriculture;pedologie@asta.etat.lu;Simone Marx;Custodian;;;;;;;;;Yes;Not clear if the map inside the mentioned map is in the title. Looks more like map of the country with cities, villages and roads. Resource Locator2 not accessible.
Luxembourg;Carte des sols 1:25000;;Soil Map 1:25000 Detailed soil map on topographic background. The published collection comprises 7 sheets (1964 - 1999).; soil type, basic soil properties;Soil Map;WMS;http://ws.geoportail.lu/250k;;;; ;https://map.geoportail.lu/theme/agriculture?layers=702-1637&zoom=8&lang=fr&version=3&X=669751&Y=6416190&opacities=1-1&bgLayer=orthogr_2013_global;fre;eng;pubblication;1-10-1999;an interval of dates;;"1964; 1999-10-01";;1:25000;;no conditions apply;no limitation;Ministère de l'Agriculture, de la Viticulture et de la Protection des consommateurs. Service de pédologie - Administration des services techniques de l’agriculture;pedologie@asta.etat.lu;Simone Marx;Custodian;;;;;;;;;Yes;Not clear if the map inside the mentioned map is in the title. Looks more like map of the country with cities, villages and roads
Malta;Soil types;fe6d0480-746c-43e1-b765-7015354bba00;In the  national soil inventory of the Maltese Islands (MALSIS), soils were described according to the criteria of the World Reference Base for Soil Resources.; soil type, basic soil properties;Soil Map;WMS;http://msdi.data.gov.mt/geoserver/MITA_WMS/wms?service=WMS&version=1.3.0&request=GetCapabilities;SO.SoilBody.WRB;SHP;https://msdi.data.gov.mt/download.html; ;https://msdi.data.gov.mt/geoportal.html;eng;;creation;6-5-2015;an interval of dates;;"2004-03-01;2015-05-06";;1:200000;;filled online order form;;Ministry for Sustainable Development, the Environment and Climate Change;inspire.mita@gov.mt;;Custodian;;;;;;;;;Yes;
