Country;Identifier;resource title;Database owner;ExternalID;Sharing policy;otherConstraints;SCORPAN;Remote sensed data;Reference year;frequency of data collection;spatial reference;spatial entity;geomety of mapping area;mapping area;ratio of map cover;Spatial resolution;other spatial reference;data collection methodology;method of mapping;depth intervals;with uncertainty quantification;IF  relevant,Was it compared with LUCAS data? IF YES, please  give a reference;YOUR OTHER COMMENTS
Latvia;SILAVA;National forest inventory;LSFRI Silava;;Restricted;;;no/not relevant;2014-2018;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands;;available as points;400 points;;profile sampling, samples from topsoil and subsoil;;Other  depth intervals (specify in comments);NO;No;"Sampling depth intervals,0-10; 10-20; 20-40; 40-80 cm"
Latvia;Pēterlauki;The long-term field trials “Pēterlauki” ;Latvia University of Life Sciences and Technologies ;;otherRestrictions;Data not avilable as data set. Various research is done on the site. Mostly used for student research. ;;no/not relevant;1993 -2020;otherRestrictions;none of the above (please specify in comments);;otherRestrictions;This is a study research site that operates under Latvia University of Life Sciences and Technologies. Therefore their data is focused on various individual research papers and can not be georeferenced or used as a complete data set;not relevant;;;mostly topsoil, for specific research from topsoil and subsoil;;otherRestrictions;NO;No;Sampling depth interval,0 - 25. 
Latvia;Vecauce;The long-term field trials “Vecauce” ;Latvia University of Life Sciences and Technologies ;;otherRestrictions;Data not avilable as data set. Various research is done on the site. Mostly used for student research. ;;no/not relevant;1921 - 2020;otherRestrictions;none of the above (please specify in comments);;otherRestrictions;This is a study research site that operates under Latvia University of Life Sciences and Technologies. Therefore their data is focused on various individual research papers and can not be georeferenced or used as a complete data set;not relevant;;;N/A;N/A;N/A;N/A;No;
Latvia;AREIPriekuļi;The long-term field trials in  State Priekuļi Plant Breeding Institute;Institute of agricultural resources and economics;;Restricted;;;no/not relevant;2001-2020;regular monitoring, yearly;NO, available as statistical data only;;NETWORK of pilots/experiments or identified farms, boundary of unit is related to management;;not relevant;;;profile sampling, samples from topsoil and subsoil;;defined as  topsoil/subsoil  only, without any other desription;NO;No;
Latvia;AREIStende;The long-term field trials in State Stende Cereals Breeding Institute;Institute of agricultural resources and economics;;Restricted;;;no/not relevant;2001-2020;regular monitoring, yearly;NO, available as statistical data only;;NETWORK of pilots/experiments or identified farms, boundary of unit is related to management;;not relevant;;;profile sampling, samples from topsoil and subsoil;;defined as  topsoil/subsoil  only, without any other desription;NO;No;
Latvia;ZMNĪ;Amelioration cadastre information system;State limited company  Ministry of Agriculture, Real Estate ;https://www.melioracija.lv/;otherRestrictions;Digital map with overall information is available online. Specific data for specific areas can be requested and is available under special permission.;;Remote sensed;2018;it was a single survey;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands;;75-100;1:10 000;;N/A;N/A;N/A;N/A;N/A;
Latvia;LLUSkrīveri;The long-term field trials “Sidrabiņi” ;Latvia University of Life Sciences and Technologies ;;otherRestrictions;;;no/not relevant;1981 - 2020;regular monitoring, yearly;YES, georeferenced;AGRI_PARCEL LPI,POLYGON WITH Land Parcel Identification (LPI) is  available for agricultural parcel;NETWORK of pilots/experiments or identified farms, boundary of unit is related to management;;not relevant;;The long-term field trials, 1,6 ha ;Topsoil sampling;;defined as  topsoil/subsoil  only, without any other desription;NO;No;Sampling depth intervals,0-20 cm
Latvia;LUĢZZF;Universiy of Latvia fieldwork station;University of Latvia, Faculty of Geography and Earth Sciences;;Restricted;;;no/not relevant;2019 -2020;it was a single survey;YES, georeferenced;DERIVED Soil Profiles linked to the polygons;ADMIN_SMALL,data related to administrative units (e.g.NUTs), boundary of units is not related to management;;not relevant;;;Profile sampling (samples from topsoil and subsoil), soil sampling with augers. ;;Genetic-based horizons (A, Ap, B, C etc);NO;No;
Latvia;Dārzkopībasinstitūts;The long-term field trials in the Institute of Horticulture;Latvia University of Life Sciences and Technologies ;;Restricted;;;no/not relevant;1945-2020;regular monitoring, yearly;NO, available as statistical data only;;NETWORK of pilots/experiments or identified farms, boundary of unit is related to management;;not relevant;;;Samples from topsoil;;Other  depth intervals (specify in comments);NO;No;"0-20; 0-30; 30-60 cm"
Sweden;Soil&CropInventory;National Arable Soil & Crop Inventory;SEPA (Swedish Environmental Protection Agency);https://www.slu.se/institutioner/mark-miljo/miljoanalys/akermarksinventeringen/undersokningar/mark-grodoinventeringen/;Restricted;Statistics and mesurements without coordinates are freely available.;S - Soil;no/not relevant;1988 - 2017;regular monitoring 5-10 years;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;5 300 points in total, 0.002 points/ha;Distributed over all arable land.;mainly based on profile sampling (0 - 0.2 m and 0.4 - 0.6 m);;otherRestrictions;NO;NO;"topsoil (0 - 0.2 m) and subsoil (0.4 - 0.6 m); coordinates are confidential"
Sweden;ArableSoils;National Inventory of Arable Soils;SBA (Swedish Board of Agriculture);http://www2.jordbruksverket.se/download/18.4288f19214fb7ec78849af18/1441973777932/ra15_19.pdf ;Restricted;Statistics and mesurements without coordinates are freely available.;S - Soil;no/not relevant;2011 - 2013;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;12 600 pints in total, 0.005 points/ha;;"profile sampling; topsoil only (0 - 0.2 m)";;otherRestrictions;NO;NO;"topsoil (0 - 0.2 m); coordinates are confidential"
Sweden;SoilCompaction;National Soil Compaction Survey;SEPA (Swedish Environmental Protection Agency);https://www.slu.se/institutioner/mark-miljo/forskning/jordbearbetning/miljoovervakning/?si=C8E21EFA1402F7CC038D7AAE7BF5EF7F&rid=2023297005&sn=sluEPi6-prodSearchIndex;No restrictions;Coordinates not included in the available data.;S - Soil;no/not relevant;2003 - 2019;regular monitoring 5-10 years;YES, georeferenced;POINT;NETWORK of pilots/experiments or identified farms, boundary of units are related to management;;available as points;20 point per field. 30 fields. ;;undisturbed cylinder samles;;Other  depth intervals (specify in comments);NO;NO;Monitoring of soil compaction in 30 typical fields. Samples taken at 15, 30, 50 and 70 cm. Coordinates are confidential.
Sweden;DigitalSoilMapping;Digital Soil Mapping Sweden;SLU (Swedish University of Agricultural Sciences);Piikki, K. & Söderström, M. (2019) Digital soil mapping of arable land in Sweden - Validation of performance at multiple scales. Geoderma 352,342 - 350;Restricted;CC-BY;S - Soil;Remote sensed;1965 - present;otherRestrictions;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;Raster based maps with a resolution of 50 m (pixel size). No monitoring, but irregular updates in the database ;75-100;pixel size 50 m;Sweref99TM;topsoil only;;defined as  topsoil/subsoil  only, without any other desription;NO;Yes, unpublished.;topsoil only (0 - 0.2 m).  CC-BY licence More info and possibility to download from here,https://www.sgu.se/samhallsplanering/planering-och-markanvandning/markanvandning/jordbruk-skog-och-fiske/lerhaltskartan-digital-akermarkskarta/
Sweden;SoilTypes;Map of Soil Types;SGU (Swedish Geological Survey);;No restrictions;;S - Soil;no/not relevant;1960 - present;otherRestrictions;YES, georeferenced;otherRestrictions;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;the map has been established over many years and with different techniques. It is constantly being updated;not relevant;1:25 000 and 1:50 000;the data is available as ESRI shape file;extensive field mapping on foot + image interpretation (resolution 1:25000 and 1:50000), as well as aerial interpretation (1:50000 and 1:100000);;otherRestrictions;NO;NO;
Sweden;Monitoringwaterfromarablefields;Observationsfält på jordbruksmark;SEPA (Swedish Environmental Protection Agency);https://www.slu.se/institutioner/mark-miljo/forskning/hydroteknik/observationsfalt-typomraden/;Restricted;Statistics and mesurements without coordinates are freely available.;;no/not relevant;2005;otherRestrictions;YES, georeferenced;POINT;NETWORK of pilots/experiments or identified farms, boundary of units are related to management;;not relevant;10-20 points depending of field size;;bulksamples (?) from x boreholes, generally sampling depths of 0-20 cm, 20-45 cm and 45-75 cm;;otherRestrictions;NO;;Integrated monitoring where bi-weekly water samples are collected and evaluated as a reflection of agricultural management. Main focus is nitrogen and phosphorous losses. Soil samples where taken as a one time survey to determine the soil type. 
Sweden;Monitoringwaterfromagriculturalcatchments;Typområden på jordbruksmark;SEPA (Swedish Environmental Protection Agency);https://www.slu.se/institutioner/mark-miljo/forskning/hydroteknik/observationsfalt-typomraden/;Restricted;Statistics and mesurements without coordinates are freely available.;;no/not relevant;1995-2011;otherRestrictions;YES, georeferenced;POINT;NETWORK of pilots/experiments or identified farms, boundary of units are related to management;;not relevant;50 -60 points per catchment. ;;bulksamples from 4 to 10 boreholes of each samplingpoint, sampling depths 0-20 cm, 20-60 cm and 60-90 cm;;;;;Integrated monitoring where bi-weekly water samples are collected and evaluated as a reflection of agricultural management. Main focus is nitrogen and phosphorous losses. Soil samples where taken as a one time survey to determine the soil type in the catchment.
Sweden;Weatherdata;Meteorologisk analysmodell MESAN (AROME) - API;SMHI ;http://opendata.smhi.se/apidocs/metanalys/index.html;No restrictions;;C - Climate;no/not relevant;;otherRestrictions;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;;2.5 x 2.5 km;;;;;;;We have limited information on this data set. If interesting we could look for more detailed information.
Sweden;NMD;National Land Cover Database (NMD);SEPA (Swedish Environmental Protection Agency);https://gpt.vic-metria.nu/data/land/NMD/NMD2018_ProductDescription_ENG.pdf;No restrictions;;O - Organisms;;2017-2019;regular  monitoring 2-5 years;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;;10 km;;;;;;;We have limited information on this data set. If interesting we could look for more detailed information.
Sweden;Airborngammaradiationmeasurements;Geofysiska flygmätningar, gammastrålning (detaljerad);SGU (Swedish Geological Survey);http://www.sgu.se/om-sgu/verksamhet/kartlaggning/geofysik_att_se_ner_i_berget/flyggeofysisk-matning/;Restricted;;P - Parent material;;from 1968;;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;16-60 m between points in a flight line and 200 m between flight lines.;;;;defined as  topsoil/subsoil  only, without any other desription;;;Could not find where to insert this information in the  soil propertiy_data sheet . 
Sweden;Soillayerdata;Jordlagerföljder;SGU (Swedish Geological Survey);http://resource.sgu.se/dokument/produkter/jordlagerfoljder-beskrivning.pdf;Restricted;;S - Soil;;;;YES, georeferenced;POINT;;;;;;;;;;;We have limited information on this data set. If interesting we could look for more detailed information.
Sweden;Bedrock;GE.Berggrund 1:50 000 - 1:250 000 ;SGU (Swedish Geological Survey);;No restrictions;;P - Parent material;;;;YES, georeferenced;;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;;1:50 000 - 1:250 000 ;;;;;;;We have limited information on this data set. If interesting we could look for more detailed information.         Could not find where to insert this information in the  soil propertiy_data sheet . 
Sweden;Elevation ;GSD-Elevation data, grid 2+ ;Lantmäteriet;https://www.lantmateriet.se/sv/Kartor-och-geografisk-information/geodataprodukter/produktlista/hojddata-grid-2/;Restricted;;R - Relief;Remote sensed;;;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;2 m;;;;;;;Could not find where to insert this information in the  soil propertiy_data sheet . 
Sweden;Arablefileddata;Skiftesdata;SBA (Swedish Board of Agriculture);;Restricted;This is what Swedish farmers report to EU;O - Organisms;;;;YES, georeferenced;FARMER_Block LPI,POLYGON WITH Land Parcel Identification (LPI) is  available for farmer's block;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;;;;;;;;
Sweden;Erosionriskmaps;Erosion risk maps;SBA (Swedish Board of Agriculture);https://link.springer.com/article/10.1007/s13280-018-1134-8#Sec5;No restrictions;;;no/not relevant;2018;it was a single survey;YES, georeferenced;GRID;otherRestrictions;;75-100;cell size 2x2 m ;;;USPED;;;;Erosion model covering 90.4% of Swedens agrigultural land. 
UK;NATMAP;National Soil Map of England and Wales;LandIS, University of Cranfield;http://www.landis.org.uk/data/natmap.cfm;Restricted;Data licence and potential cost;S - Soil;Proximal sensed;1980 - 1995;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1:250000;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;Conventional mapping,https://doi.org/10.1007/978-94-007-5642-7_6;otherRestrictions;NO;N/K;This dataset does not contain any soil parameter information. It can be associated with parameter information on the basis of soil type
UK;NSI_Profile;National Soils Inventory - Profile;LandIS, University of Cranfield;http://www.landis.org.uk/data/nsiprofile.cfm;Restricted;Data licence and potential cost;S - Soil;Proximal sensed;1980 - 1995;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;1 point per 5km grid;6,127 points data points in total;Soil pit excavation;5km Grid;Genetic-based horizons (A, Ap, B, C etc);NO;N/k;
UK;NSI_Topsoil;National Soils Inventory - Topsoil;LandIS, University of Cranfield;http://www.landis.org.uk/data/nsitopsoil.cfm;Restricted;Data licence and potential cost;S - Soil;Proximal sensed;1983 and 1995;otherRestrictions;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;1 point per 5km grid;6,127 points data points in total;Soil pit excavation;5km Grid;defined as  topsoil/subsoil  only, without any other description;NO;N/k;Data points sampled in both 1983 and 1995
UK;CEH_Topsoil;Countryside survey of topsoil in Great Britain;UK Centre for Ecology & Hydrology;https://catalogue.ceh.ac.uk/eidc/documents?facet=topic%7C0%2FSoil%2F;Restricted;;S - Soil;Proximal sensed;1978, 1998 & 2007;regular monitoring 5-10 years;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;available as points;None of above;1978= 1197 samples   1998 =1098 samples   2007 2614 samples;Soil pit excavation;;defined as  topsoil/subsoil  only, without any other description;NO;N/k;Maps of CEH Topsoil parameters can be found at http://mapapps2.bgs.ac.uk/ukso/home.html.                                                                                  A large number of datasets at national  and local scales are available here, https://catalogue.ceh.ac.uk/eidc/documents?facet=topic%7C0%2FSoil%2F
UK;CROME;The Crop Map of England;Catchment Based Approach (CaBA) ;https://data.catchmentbasedapproach.org/datasets/crop-map-of-england-2018;No restrictions;;O - Organisms;Remote sensed;2018;it was a single survey;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;None of above;32 million hexagonal cells classifying England;Remote classification;Remote classification;;;N/k;
UK;CEH_LC+Fert;CEH Land Cover plus Fertilisers;UK Centre for Ecology & Hydrology;https://www.ceh.ac.uk/services/ceh-land-cover-plus-products-fertilisers-pesticides;Restricted;;S - Soil;Remote sensed;2010-2015;it was a single survey;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;75-100;;Mixed sampling type;Anonymised data from British Survey of Fertiliser Practice (2010-2015) used with spatial interpolation model  to predict applications for every 1km grid cell in England The total application for each 1km square was then derived using crop areas from CEH Land Cover® plus,Crops;;;N/k;
UK;CEH_LC+Pest;CEH Land Cover plus Pesticides;UK Centre for Ecology & Hydrology;https://www.ceh.ac.uk/services/ceh-land-cover-plus-products-fertilisers-pesticides;Restricted;;S - Soil;Remote sensed;2012-2017;it was a single survey;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;75-100;;Mixed sampling type;Anonymised data from Pesticide Utilisation Survey data used with spatial interpolation model  to predict applications for every 1km grid cell in England, Wales and Scotland The total application for each 1km square was then derived using crop areas from CEH Land Cover® plus,Crops;;;N/k;Data available fro 162 active ingredients
UK;CEH_LC+Crops;CEH Land Cover plus Crops;UK Centre for Ecology & Hydrology;https://www.ceh.ac.uk/crops2015;Restricted;;S - Soil;Remote sensed;2015-2019;regular monitoring, yearly;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;Minimum classification area is 2ha;;Mixed sampling type;Land parcels are categorised within the Land Cover Map spatial framework using satellite data - Copernicus Sentinel-1 C-band SAR (Synthetic Aperture Radar) and, from 2016 onwards, Sentinel-2 optical data. ;;;N/k;The crops from 2016 onwards are winter wheat (including oats), spring wheat, winter barley, spring barley, oilseed rape, field beans, potatoes, sugar beet, maize, and improved grass. Other cereals, root crops, early potatoes, and vegetables are grouped in a class called ‘other’.
UK;England_Water_Situation;Water situation,national monthly reports for England;Environment Agency - UK Government;https://www.gov.uk/government/publications/water-situation-national-monthly-reports-for-england-2020;No restrictions;;C - Climate;no/not relevant;2012 - Present;otherRestrictions;No;;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;;Low resolution published maps;Mixed sampling type;;;;NK;Monthly reports.                           Contains maps  and data for England for rainfall, SMD.
UK;NVZ_England;Nitrate Vulnerable Zone designations 2017 to 2020;Environment Agency - UK Government;https://environment.data.gov.uk/farmers/;No restrictions;;S - Soil;no/not relevant;2017-2020;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;Vector dataset;;Not relevant;;;;;
UK;NVZ_Wales;Nitrate Vulnerable Zone designations 2017 to 2020;Natural Resources Wales;http://lle.gov.wales/map#m=-3.70282,52.39942,8;No restrictions;;S - Soil;no/not relevant;2017-2020;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;Vector dataset;;Not relevant;;;;;
UK;GB_Bare_Soil_Erosion;Bare Soil Water Erosion Potential;British Geological Survey;https://map.bgs.ac.uk/arcgis/services/UKSO/UKSO_BGS/MapServer/WMSServer?;No restrictions;;S - Soil;Proximal sensed;1968-2013;it was a single survey;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1kn grid;;point samples - up to 4 points/km2;Geostatistically interpolated map;Other  depth intervals (specify in comments);;;Map covers England, Wales and Scotland.   Fixed depth sampling - 5-20cm.          A 1:50,000 vector map is available under licence
UK;CEHLCM;CEH Land Cover Map 2017;UK Centre for Ecology & Hydrology;https://www.ceh.ac.uk/services/land-cover-map-2007;No restrictions;;S - Soil;Proximal sensed;2017;regular  monitoring 2-5 years;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;25m grid;;Not relevant;;;;;Map covers England, Wales and Scotland and Northern Ireland.  A vector map is available under licence.                                                CEH LCM 2015 is available under the same conditions as outlined above.
UK;BGS_Geology;Geology of Britain;British Geological Survey;http://mapapps.bgs.ac.uk/geologyofbritain/home.html?&_ga=2.233755742.1734434781.1602596859-854914404.1598689897;otherRestrictions;Data available freely as a map service at link indicated.;P - Parent material;Proximal sensed;1968-2013;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1:625,000 and 1:50,000;;;;;;;Data includes Bedrock and superficial geology
UK;UK_ClimateSummaries;UK Climate Summary;UK MetOffice;https://www.metoffice.gov.uk/research/climate/maps-and-data/summaries/index;No restrictions;;C - Climate;Proximal sensed;2001 - 2020;otherRestrictions;Data updated on a monthly basis;otherRestrictions;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;5km grid;;;;;;;Monthly reports.  Contains maps  and data for England, Wale, Scotland and Northern Ireland
UK;England_Flood_Risk;Indicative Flood Risk Areas for England;Environment Agency - UK Government;https://data.gov.uk/dataset/7792054a-068d-471b-8969-f53a22b0c9b2/indicative-flood-risk-areas-shapefiles;No restrictions;;C - Climate;no/not relevant;2020;regular monitoring, yearly;YES, georeferenced;GRID;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1km grid;;;;;;;
UK;NSI_Scotland_1978-88;National Soil Inventory of Scotland (1978-88) ;James Hutton Institute;https://www.hutton.ac.uk/learning/natural-resource-datasets/soilshutton/soils-maps-scotland/download;No restrictions;;S - Soil;Proximal sensed;1978-88;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;10 km grid;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;721;Genetic-based horizons (A, Ap, B, C etc);NO;N/K;
UK;NSI_Scotland_2007-09;National Soil Inventory of Scotland (2007-09) ;James Hutton Institute;https://www.hutton.ac.uk/learning/natural-resource-datasets/soilshutton/soils-maps-scotland/download;No restrictions;;S - Soil;Proximal sensed;2007-09;otherRestrictions;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;10 km grid;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;183;Genetic-based horizons (A, Ap, B, C etc);NO;N/K;Monitoring approx 25 years
UK;NSM_Scotland;National soil map of Scotland;James Hutton Institute;https://www.hutton.ac.uk/learning/natural-resource-datasets/soilshutton/soils-maps-scotland/download#soilmapdata;No restrictions;;S - Soil;Proximal sensed;1947-1981;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1:250000;;mixed sampling type - generalised soil map, partly derived from a 1:50,000 map of the soils of Scotland. The soil classification used was updated in 2013;Conventional mapping,https://spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/B7E65842-C041-4950-BF0C-3AF06C2DBAE7;otherRestrictions;NO;N/K;This dataset does not contain any soil parameter information. It can be associated with parameter information on the basis of soil type.
UK;NVZ_Scotland;Nitrate Vulnerable Zone designations 2017 to 2020;Scottish Government;https://map.environment.gov.scot/Soil_maps/?layer=9#;No restrictions;;S - Soil;Proximal sensed;2017-20;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;okt-25;01:50,0;;Not relevant;;;;;
UK;NSM_Scotland_Partial;Soil map of Scotland (partial cover);James Hutton Institute;https://www.hutton.ac.uk/learning/natural-resource-datasets/soilshutton/soils-maps-scotland/download#soilmapdata;No restrictions;;S - Soil;Proximal sensed;1947-1981;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;otherRestrictions;For specific national map sheets;25-50;01:25,0;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;Conventional mapping,https://doi.org/10.1007/978-94-007-5642-7_6;otherRestrictions;NO;;This dataset does not contain any soil parameter information.
UK;AWC_Scotland;Available Water Capacity Scotland;James Hutton Institute;https://www.hutton.ac.uk/learning/natural-resource-datasets/soilshutton/soils-maps-scotland/download;No restrictions;;S - Soil;Proximal sensed;1947-1981;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;Conventional mapping,https://doi.org/10.1007/978-94-007-5642-7_6;Other  depth intervals (specify in comments);;;Data for soil profile
UK;Erosion_Risk_Scotland;Map of soil erosion risk in Scotland (partial cover);James Hutton Institute;https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/1a9302f1-b65e-40ae-8718-a4820cf70d1d;No restrictions;;S - Soil;Proximal sensed;1947-1981;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;otherRestrictions;For specific national map sheets;25-50;;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;Conventional mapping,https://doi.org/10.1007/978-94-007-5642-7_6;otherRestrictions;;;Data relates to soil surface (topsoil)
UK;SCOPES;Scottish Pesticide Surveys Database;Scottish Government;https://www.sasa.gov.uk/pesticides/pesticide-usage/scottish-pesticide-surveys-database-scopes;No restrictions;;S - Soil;no/not relevant;2000-2020;regular  monitoring 2-5 years;NO, available as statistical data only;;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;;;;Survey;;otherRestrictions;;;Survey data
UK;Runoff_Risk_Scotland; Map of runoff risk in Scotland (partial cover);James Hutton Institute;https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/ab89fb3c-14fa-4ec1-8cd2-f9811a61713d;No restrictions;;S - Soil;Proximal sensed;1947-1981;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;otherRestrictions;For specific national map sheets;25-50;;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/kme;Conventional mapping,https://doi.org/10.1007/978-94-007-5642-7_6;otherRestrictions;;;Data relates to soil surface (topsoil)
UK;Compaction_Risk;Maps of Soil compaction risk in Scotland (partial cover);James Hutton Institute;https://www.spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/d16d695d-f7a0-4f1f-8ba2-335dda8428c8;No restrictions;;S - Soil;Proximal sensed;1947-1981;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;otherRestrictions;For specific national map sheets;25-50;;;mixed sampling type - incorporates all previous detailed soil mapping augmented by a reconnaissance survey at 2-3/km2;Conventional mapping,https://doi.org/10.1007/978-94-007-5642-7_6;defined as  topsoil/subsoil  only, without any other description;;;"2 Datasets available;                                         Map of topsoil compaction risk (partial cover)                                                                        Map of subsoil compaction risk (partial cover)"
UK;NSM_Northern_Ireland;AFBI Soil Series Map of Northern Ireland;Agri-Food and Biosciences Institute;https://www.afbini.gov.uk/articles/soil-maps-and-soil-survey;otherRestrictions;The dataset cannot be made publically available;S - Soil;Proximal sensed;1988-1997;it was a single survey;YES, georeferenced;NATURAL_POLYGONs,polygons with natural boundaries;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1:50000;;mixed sampling type - free survey with focused sampling;Conventional mapping;Genetic-based horizons (A, Ap, B, C etc);NO;N/K;This dataset does not contain any soil parameter information. It can be associated with parameter information on the basis of soil type.
UK;AFBI_5K_Attributes;AFBI 5k Soil Attribute Dataset;Agri-Food and Biosciences Institute;https://www.afbini.gov.uk/articles/soil-maps-and-soil-survey;otherRestrictions;The dataset cannot be made publically available;S - Soil;Proximal sensed;1988-1997;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;5km point grid;;Representative soil pit excavated;Conventional mapping - 554 sample points;Genetic-based horizons (A, Ap, B, C etc);NO;N/K;
UK;UK_SHPS;UK Soil and Herbage Pollutant Survey;Environment Agency -UK Government;https://www.gov.uk/government/publications/uk-soil-and-herbage-pollutant-survey;No restrictions;;S - Soil;Proximal sensed;2007;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;200 points over UK;;5cm x 3 cores from topsoil;Conventional mapping - 200 points;defined as  topsoil/subsoil  only, without any other description;NO;N/K;
UK;TELLUS_A;TELLUS Regional A Horizon Soils;Geological Survey of Northern Ireland;https://www.economy-ni.gov.uk/articles/introduction-tellus-project;No restrictions;;S - Soil;Proximal sensed;2004-2006;it was a single survey;YES, georeferenced;POINT;FULL,spatially exhaustive for the whole country/agricultural lands with natural unit boundaries;;75-100;1 per 2km2;;Core samples 5-20cm;Conventional mapping - 6874 points   Full details https://www.opendatani.gov.uk/dataset/rural-soil-survey/resource/330e2a8f-db4e-42ec-9a66-145a5eb07c93;otherRestrictions;NO;N/K;Sampled at  standard depth of 5-20cm from the surface.
